sentence,relation,head,tail,head_offset,tail_offset
递归基础是递归算法中最简单情况的定义，通常是当问题规模减小到一定程度时可直接得出答案无需进一步递归调用的情况,belg,递归基础,递归,0,5
堆排序是一种基于堆数据结构的排序算法，它将待排序数据构建成一个堆，通过不断取出堆顶元素并调整堆结构来实现排序,rely,堆排序,堆,0,8
堆是一种特殊的数据结构，它满足父节点的键值大于或小于其子节点的键值（大顶堆或小顶堆），且具有完全二叉树的性质,none,父节点,完全二叉树,15,46
连通图是指在无向图中，若任意两个顶点之间都存在路径相通，或者在有向图中，对于任意两个顶点u和v，都存在从u到,b-belg,连通图,无向图,0,6
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
在树形结构中，根节点是没有前驱节点且唯一的起始节点，它位于树的顶部，是整棵树的核心，通过它衍生出树的其他节点,none,根节点,前驱节点,7,13
顺序表是用一组地址连续的存储单元依次存储线性表中的数据元素，使得逻辑上相邻的元素在物理位置上也相邻的数据结构,belg,线性表,数据元素,20,25
图的核心性质包括顶点集合和边集合的存在，边是顶点的二元组表示顶点之间的关系，图可分为有向图和无向图，有向图的,none,集合,集合,10,14
栈的核心特征是具有后进先出的特点，即最后进入栈的元素最先被取出，就像一个只允许在一端进行插入和删除操作的容器,none,插入,删除,44,47
交换排序是一种排序算法，其核心性质是通过比较元素并交换不满足顺序要求的元素位置来逐步将无序序列转变为有序序列,b-belg,交换排序,排序,0,7
树的节点的核心性质是每个节点有零个或多个子节点，且有且仅有一个根节点，除根节点外的每个节点有且仅有一个父节点,belg,树的节点,子节点,0,20
数组的核心特征是具有相同数据类型的一组数据元素，这些元素在内存中按顺序存储，可以通过下标来唯一地访问每个元素,b-attr,数组,数据类型,0,12
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
交换排序是一种排序算法，其核心特征是通过比较元素并交换不满足顺序要求的元素位置，逐步将无序序列转变为有序序列,b-belg,交换排序,排序,0,7
满二叉树是深度为k且有2^k - 1个节点的二叉树，其每一层的节点数都达到最大值，叶子节点都在最底层，且每个,b-belg,满二叉树,二叉树,0,22
无向图是一种图结构其中任意两个顶点之间的边没有方向即若存在连接顶点u和顶点v的边则从u到v和从v到u是同一条,b-belg,无向图,图,0,6
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
路径是由顶点和相邻顶点序偶构成的边所形成的序列，其具有有向性或无向性，有向路径顶点序列中相邻顶点的顺序与边的,none,路径,路径,0,37
满二叉树是一棵深度为k且有2^k-1个节点的二叉树，其每一层上的节点数都达到最大值，即每一个节点要么有两个子,b-belg,满二叉树,二叉树,0,22
堆是一种优先队列数据结构，它满足堆序性质，即父节点的值大于或等于（大顶堆）或小于或等于（小顶堆）其子节点的值,none,队列,父节点,6,22
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
树中所有结点的度的最大值就是树的度，即树中一个结点的子树个数的最大值决定了树的度，它反映了树中各结点拥有子树,rely,树的度,子树,14,26
广度优先搜索的核心性质是按照层次依次访问节点，先访问距离起始节点较近的节点，直到遍历完所有节点或找到目标节点,rely,广度优先搜索,访问,0,18
连通图的核心特征是图中任意两个顶点之间都存在路径，即从图中任何一个顶点出发都可以通过一系列边到达其他任何顶点,rely,连通图,路径,0,22
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，从而形成一个环形结构，使得链表中的节点可以依次循环访问,b-belg,循环链表,链表,0,10
二叉树遍历包括前序遍历中序遍历和后序遍历 前序遍历是根左右 中序遍历是左根右 后序遍历是左右根 不同遍历方式,rely,二叉树,遍历,0,3
线性查找是在一个给定的数据序列中从第一个元素开始依次逐个检查元素，直至找到目标元素或遍历完整个序列的查找方法,rely,查找,遍历,2,42
单链表是一种链式存储的线性表，它由节点组成每个节点包含数据域和指针域指针域指向下一个节点从而形成一个节点序列,b-belg,单链表,线性表,0,11
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
路径是图中从一个顶点到另一个顶点的顶点序列（若图为有向图则路径有方向，从起始顶点按边的指向到终止顶点，若为无,none,路径,有向图,0,25
数组的核心特征是具有相同数据类型的一组数据元素，这些元素在内存中按顺序存储，可以通过下标来访问和操作每个元素,b-attr,数组,数据类型,0,12
满二叉树是一棵深度为k且有2^k-1个节点的二叉树，其中每一层上的节点数都达到最大值，即对于深度为i的节点，,b-belg,满二叉树,二叉树,0,22
邻接矩阵是用一个二维数组来表示图中顶点之间邻接关系的矩阵，对于有n个顶点的图，其邻接矩阵是一个n×n的矩阵，,rely,邻接矩阵,数组,0,10
无向图是由顶点集和边集组成的一种图结构其中边集是顶点集元素的无序对集合且任意一条边连接两个顶点不存在方向区别,b-belg,无向图,图,0,16
平衡二叉树的核心性质是树上任一节点的左子树和右子树的高度差的绝对值不超过1且左子树和右子树都是一棵平衡二叉树,belg,平衡二叉树,左子树,0,18
树中各节点度的最大值就是树的度树中每个节点的度都小于或等于树的度不同类型的树其度有不同特点如二叉树度最大为2,syno,树的度,树的度,12,29
堆排序是一种基于堆这种数据结构，通过构建初始堆、交换堆顶元素与末尾元素并调整堆来逐步将无序数组排序的排序算法,rely,堆排序,堆,0,8
完全二叉树的核心性质是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数,belg,完全二叉树,二叉树,0,13
完全二叉树是深度为k的有n个结点的二叉树，对树中的结点按从上至下、从左到右的顺序进行编号，如果编号为i（1≤,b-belg,完全二叉树,二叉树,0,17
线性表是具有相同数据类型的n（n≥0）个数据元素的有限序列，其中n为表长，当n = 0时线性表为空表，且线性,b-belg,线性表,数据类型,0,8
满二叉树是一棵深度为k且有2^k-1个节点的二叉树，其每一层上的节点数都达到最大值，即每一个节点要么有两个子,b-belg,满二叉树,二叉树,0,22
有向图是由顶点集合及顶点间的有向边构成的一种图，其边具有方向性，从一个顶点指向另一个顶点，与无向图不同，有向,belg,有向图,集合,0,7
集合是由确定的、互不相同的对象所组成的整体，其中确定的对象构成集合的元素，这些元素具有确定性、互异性和无序性,none,集合,集合,0,31
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
完全二叉树是深度为k的有n个结点的二叉树，对树中的结点按从上至下、从左到右的顺序进行编号，如果编号为i（1≤,b-belg,完全二叉树,二叉树,0,17
在图中，从一个顶点出发，沿着边经过一些顶点后又回到该顶点的路径（路径中顶点不重复，除起点和终点相同）称为回路,none,路径,路径,29,32
完全二叉树是深度为k的有n个结点的二叉树，对树中的结点按从上至下、从左到右的顺序进行编号，如果编号为i（1≤,b-belg,完全二叉树,二叉树,0,17
插入排序的核心性质是将未排序数据插入到已排序序列的合适位置，通过依次对数组中的元素进行操作，使得数组逐渐有序,belg,插入排序,排序,0,12
